Z,q,Binding Energy (eV)
77,+59,384800
77,+60,378500
77,+61,372100
77,+62,365500
77,+63,358800
77,+64,351500
77,+65,344100
77,+66,336400
77,+67,328600
77,+68,311400
77,+69,294100
77,+70,276300
77,+71,258170
77,+72,237960
77,+73,217310
77,+74,196112.6
77,+75,174556.0
77,+76,88113.6
78,0,500900
78,+1,500900
78,+2,500900
78,+3,500900
78,+4,500800
78,+5,500800
78,+6,500600
78,+7,500500
78,+8,500500
78,+9,500400
78,+10,500200
78,+11,500000
78,+12,499800
78,+13,499400
78,+14,499200
78,+15,498800
78,+16,498500
78,+17,498000
78,+18,497700
78,+19,497200
78,+20,496700
78,+21,496100
78,+22,495400
78,+23,494800
78,+24,494100
78,+25,493300
78,+26,492600
78,+27,491700
78,+28,490700
78,+29,489700
78,+30,488700
78,+31,487600
78,+32,486500
78,+33,485200
78,+34,483700
78,+35,482200
78,+36,480600
78,+37,479000
78,+38,477200
78,+39,475500
78,+40,473600
78,+41,471800
78,+42,469900
78,+43,467700
78,+44,465400
78,+45,463200
78,+46,460800
78,+47,458200
78,+48,455600
78,+49,452900
78,+50,450100
78,+51,445400
78,+52,440500
78,+53,435600
78,+54,430500
78,+55,425100
78,+56,419700
78,+57,414100
78,+58,408300
78,+59,402300
78,+60,396300
78,+61,389700
78,+62,383100
78,+63,376300
78,+64,369300
78,+65,361800
78,+66,354200
78,+67,346200
78,+68,338100
78,+69,320600
78,+70,302600
78,+71,284400
78,+72,265780
78,+73,244940
78,+74,223670
78,+75,201820.7
78,+76,179614.9
78,+77,90659.84
79,0,517100
79,+1,517100
79,+2,517100
79,+3,517100
79,+4,517000
79,+5,517000
79,+6,516900
79,+7,516900
79,+8,516800
79,+9,516600
79,+10,516400
79,+11,516300
79,+12,516000
79,+13,515800
79,+14,515400
79,+15,515200
79,+16,514800
79,+17,514400
79,+18,513900
79,+19,513400
79,+20,512900
79,+21,512400
79,+22,511800
79,+23,511200
79,+24,510400
79,+25,509700
79,+26,508800
79,+27,508000
79,+28,507100
79,+29,506100
79,+30,505000
79,+31,503900
79,+32,502800
79,+33,501500
79,+34,500000
79,+35,498500
79,+36,496900
79,+37,495300
79,+38,493600
79,+39,491800
79,+40,490000
79,+41,488100
79,+42,486100
79,+43,484200
79,+44,481900
79,+45,479600
79,+46,477200
79,+47,474700
79,+48,472100
79,+49,469400
79,+50,466600
79,+51,463600
79,+52,458600
79,+53,453700
79,+54,448500
79,+55,443200
79,+56,437800
79,+57,432200
79,+58,426300
79,+59,420300
79,+60,414100
79,+61,407900
79,+62,401100
79,+63,394300
79,+64,387300
79,+65,380100
79,+66,372400
79,+67,364500
79,+68,356300
79,+69,347900
79,+70,329900
79,+71,311400
79,+72,292700
79,+73,273500
79,+74,252060
79,+75,230140
79,+76,207638.6
79,+77,184770.4
79,+78,93254.62
80,0,533900
80,+1,533800
80,+2,533800
80,+3,533800
80,+4,533800
80,+5,533600
80,+6,533500
80,+7,533500
80,+8,533400
80,+9,533300
80,+10,533100
80,+11,532900
80,+12,532800
80,+13,532400
80,+14,532100
80,+15,531800
80,+16,531400
80,+17,531000
80,+18,530700
80,+19,530200
80,+20,529500
80,+21,529000
80,+22,528400
80,+23,527800
80,+24,527100
80,+25,526300
80,+26,525600
80,+27,524600
80,+28,523700
80,+29,522700
80,+30,521600
80,+31,520600
80,+32,519400
80,+33,518100
80,+34,516900
80,+35,515400
80,+36,513800
80,+37,512100
80,+38,510300
80,+39,508600
80,+40,506700
80,+41,504900
80,+42,502900
80,+43,500800
80,+44,498700
80,+45,496300
80,+46,494000
80,+47,491500
80,+48,488900
80,+49,486100
80,+50,483300
80,+51,480300
80,+52,477300
80,+53,472300
80,+54,467000
80,+55,461700
80,+56,456300
80,+57,450600
80,+58,444900
80,+59,438800
80,+60,432600
80,+61,426300
80,+62,419700
80,+63,412700
80,+64,405700
80,+65,398500
80,+66,391200
80,+67,383100
80,+68,374900
80,+69,366500
80,+70,357900
80,+71,339300
80,+72,320400
80,+73,301200
80,+74,281400
80,+75,259310
80,+76,236740
80,+77,213567.0
80,+78,190022.9
80,+79,95898.19
81,0,550900
81,+1,550900
81,+2,550700
81,+3,550700
81,+4,550700
81,+5,550600
81,+6,550600
81,+7,550500
81,+8,550400
81,+9,550200
81,+10,550100
81,+11,549900
81,+12,549700
81,+13,549500
81,+14,549100
81,+15,548900
81,+16,548500
81,+17,548000
81,+18,547600
81,+19,547100
81,+20,546600
81,+21,546000
81,+22,545400
81,+23,544800
81,+24,544200
81,+25,543300
81,+26,542600
81,+27,541700
81,+28,540700
81,+29,539700
81,+30,538700
81,+31,537600
81,+32,536400
81,+33,535100
81,+34,533900
81,+35,532500
81,+36,530900
81,+37,529200
81,+38,527400
81,+39,525700
81,+40,523800
81,+41,521800
81,+42,519900
81,+43,517800
81,+44,515700
81,+45,513400
81,+46,511100
81,+47,508500
81,+48,506000
81,+49,503300
81,+50,500400
81,+51,497500
81,+52,494400
81,+53,491200
81,+54,486000
81,+55,480700
81,+56,475100
81,+57,469500
81,+58,463700
81,+59,457600
81,+60,451400
81,+61,445000
81,+62,438500
81,+63,431700
81,+64,424600
81,+65,417300
81,+66,409900
81,+67,402300
81,+68,394100
81,+69,385700
81,+70,376900
81,+71,368100
81,+72,349000
81,+73,329500
81,+74,309700
81,+75,289500
81,+76,266710
81,+77,243460
81,+78,219609.4
81,+79,195375.3
81,+80,98592.12
82,0,568200
82,+1,568100
82,+2,568100
82,+3,568100
82,+4,568100
82,+5,568000
82,+6,568000
82,+7,567800
82,+8,567700
82,+9,567600
82,+10,567400
82,+11,567200
82,+12,567000
82,+13,566700
82,+14,566500
82,+15,566200
82,+16,565900
82,+17,565500
82,+18,565000
82,+19,564500
82,+20,564000
82,+21,563500
82,+22,562900
82,+23,562100
82,+24,561500
82,+25,560800
82,+26,559900
82,+27,559000
82,+28,558200
82,+29,557200
82,+30,556100
82,+31,555000
82,+32,553700
82,+33,552500
82,+34,551200
82,+35,549900
82,+36,548400
82,+37,546800
82,+38,545000
82,+39,543200
82,+40,541300
82,+41,539300
82,+42,537300
82,+43,535200
82,+44,533000
82,+45,530800
82,+46,528500
82,+47,525900
82,+48,523300
82,+49,520700
82,+50,518000
82,+51,515000
82,+52,511900
82,+53,508800
82,+54,505500
82,+55,500000
82,+56,494600
82,+57,488900
82,+58,482900
82,+59,477000
82,+60,470800
82,+61,464300
82,+62,457700
82,+63,450900
82,+64,444100
82,+65,436700
82,+66,429200
82,+67,421500
82,+68,413700
82,+69,405200
82,+70,396500
82,+71,387600
82,+72,378400
82,+73,358800
82,+74,338800
82,+75,318500
82,+76,297700
82,+77,274250
82,+78,250310
82,+79,225766.7
82,+80,200828.5
82,+81,101336.7
83,0,585800
83,+1,585800
83,+2,585800
83,+3,585800
83,+4,585700
83,+5,585700
83,+6,585600
83,+7,585600
83,+8,585500
83,+9,585200
83,+10,585100
83,+11,585000
83,+12,584700
83,+13,584500
83,+14,584200
83,+15,584000
83,+16,583600
83,+17,583200
83,+18,582700
83,+19,582200
83,+20,581700
83,+21,581200
83,+22,580600
83,+23,579900
83,+24,579300
83,+25,578500
83,+26,577600
83,+27,576800
83,+28,575900
83,+29,574900
83,+30,573800
83,+31,572700
83,+32,571600
83,+33,570300
83,+34,569000
83,+35,567600
83,+36,566100
83,+37,564600
83,+38,562900
83,+39,561000
83,+40,559200
83,+41,557200
83,+42,555100
83,+43,553100
83,+44,550900
83,+45,548600
83,+46,546300
83,+47,543900
83,+48,541200
83,+49,538600
83,+50,535700
83,+51,532900
83,+52,529900
83,+53,526700
83,+54,523300
83,+55,520000
83,+56,514400
83,+57,508600
83,+58,502800
83,+59,496700
83,+60,490500
83,+61,484200
83,+62,477500
83,+63,470600
83,+64,463700
83,+65,456500
83,+66,448900
83,+67,441300
83,+68,433400
83,+69,425400
83,+70,416600
83,+71,407700
83,+72,398400
83,+73,388900
83,+74,368900
83,+75,348300
83,+76,327400
83,+77,306100
83,+78,281900
83,+79,257300
83,+80,232042.1
83,+81,206385.2
83,+82,104133.4
84,0,603900
84,+1,603900
84,+2,603900
84,+3,603800
84,+4,603800
84,+5,603800
84,+6,603700
84,+7,603600
84,+8,603400
84,+9,603300
84,+10,603200
84,+11,602900
84,+12,602700
84,+13,602600
84,+14,602300
84,+15,601900
84,+16,601700
84,+17,601200
84,+18,600800
84,+19,600300
84,+20,599800
84,+21,599200
84,+22,598700
84,+23,598000
84,+24,597400
84,+25,596600
84,+26,595700
84,+27,594900
84,+28,594000
84,+29,593000
84,+30,591900
84,+31,590800
84,+32,589700
84,+33,588400
84,+34,587100
84,+35,585700
84,+36,584200
84,+37,582700
84,+38,581100
84,+39,579300
84,+40,577400
84,+41,575400
84,+42,573300
84,+43,571200
84,+44,569100
84,+45,566700
84,+46,564400
84,+47,562000
84,+48,559500
84,+49,556800
84,+50,554000
84,+51,551100
84,+52,548100
84,+53,545000
84,+54,541700
84,+55,538200
84,+56,534700
84,+57,528900
84,+58,523000
84,+59,516900
84,+60,510700
84,+61,504200
84,+62,497700
84,+63,490900
84,+64,483900
84,+65,476700
84,+66,469300
84,+67,461500
84,+68,453500
84,+69,445500
84,+70,437200
84,+71,428100
84,+72,418900
84,+73,409400
84,+74,399700
84,+75,379000
84,+76,357900
84,+77,336500
84,+78,314700
84,+79,289800
84,+80,264420
84,+81,238438.1
84,+82,212047.7
84,+83,106983.4
85,0,622300
85,+1,622300
85,+2,622300
85,+3,622300
85,+4,622200
85,+5,622200
85,+6,622000
85,+7,622000
85,+8,621900
85,+9,621700
85,+10,621500
85,+11,621400
85,+12,621200
85,+13,620900
85,+14,620700
85,+15,620400
85,+16,620000
85,+17,619700
85,+18,619300
85,+19,618800
85,+20,618300
85,+21,617700
85,+22,617100
85,+23,616400
85,+24,615800
85,+25,615100
85,+26,614200
85,+27,613300
85,+28,612500
85,+29,611500
85,+30,610400
85,+31,609300
85,+32,608100
85,+33,606900
85,+34,605500
85,+35,604200
85,+36,602700
85,+37,601200
85,+38,599600
85,+39,598000
85,+40,596000
85,+41,594000
85,+42,591900
85,+43,589800
85,+44,587600
85,+45,585300
85,+46,583000
85,+47,580500
85,+48,578000
85,+49,575400
85,+50,572600
85,+51,569700
85,+52,566700
85,+53,563600
85,+54,560400
85,+55,556900
85,+56,553300
85,+57,549700
85,+58,543800
85,+59,537600
85,+60,531400
85,+61,524900
85,+62,518400
85,+63,511600
85,+64,504500
85,+65,497300
85,+66,489900
85,+67,482300
85,+68,474200
85,+69,466100
85,+70,457700
85,+71,449300
85,+72,439900
85,+73,430500
85,+74,420600
85,+75,410600
85,+76,389400
85,+77,367900
85,+78,345800
85,+79,323400
85,+80,297800
85,+81,271690
85,+82,244956.2
85,+83,217817.2
85,+84,109887.2
86,0,641000
86,+1,641000
86,+2,641000
86,+3,641000
86,+4,641000
86,+5,640900
86,+6,640900
86,+7,640800
86,+8,640600
86,+9,640500
86,+10,640300
86,+11,640100
86,+12,639900
86,+13,639600
86,+14,639400
86,+15,639100
86,+16,638800
86,+17,638400
86,+18,638000
86,+19,637700
86,+20,637000
86,+21,636500
86,+22,635900
86,+23,635300
86,+24,634700
86,+25,633800
86,+26,633100
86,+27,632200
86,+28,631300
86,+29,630300
86,+30,629200
86,+31,628100
86,+32,627000
86,+33,625700
86,+34,624400
86,+35,623000
86,+36,621500
86,+37,620000
86,+38,618400
86,+39,616800
86,+40,615100
86,+41,613000
86,+42,611000
86,+43,608800
86,+44,606500
86,+45,604300
86,+46,601900
86,+47,599500
86,+48,596900
86,+49,594300
86,+50,591700
86,+51,588700
86,+52,585700
86,+53,582600
86,+54,579500
86,+55,576000
86,+56,572600
86,+57,568800
86,+58,565000
86,+59,558800
86,+60,552500
86,+61,546000
86,+62,539500
86,+63,532600
86,+64,525700
86,+65,518400
86,+66,510900
86,+67,503300
86,+68,495400
86,+69,487300
86,+70,478800
86,+71,470300
86,+72,461600
86,+73,451900
86,+74,442100
86,+75,432100
86,+76,421800
86,+77,400000
86,+78,377800
86,+79,355200
86,+80,332300
86,+81,305900
86,+82,279080
86,+83,251591.7
86,+84,223688.6
86,+85,112842.2
87,0,660200
87,+1,660200
87,+2,660200
87,+3,660200
87,+4,660100
87,+5,660100
87,+6,660000
87,+7,660000
87,+8,659800
87,+9,659700
87,+10,659500
87,+11,659300
87,+12,659100
87,+13,658900
87,+14,658600
87,+15,658200
87,+16,658000
87,+17,657600
87,+18,657200
87,+19,656900
87,+20,656400
87,+21,655800
87,+22,655100
87,+23,654500
87,+24,653900
87,+25,653100
87,+26,652300
87,+27,651400
87,+28,650500
87,+29,649600
87,+30,648600
87,+31,647400
87,+32,646200
87,+33,645000
87,+34,643700
87,+35,642200
87,+36,640900
87,+37,639300
87,+38,637700
87,+39,636000
87,+40,634300
87,+41,632400
87,+42,630300
87,+43,628200
87,+44,626000
87,+45,623600
87,+46,621300
87,+47,618800
87,+48,616200
87,+49,613600
87,+50,610900
87,+51,608100
87,+52,605000
87,+53,601900
87,+54,598700
87,+55,595500
87,+56,591900
87,+57,588300
87,+58,584500
87,+59,580600
87,+60,574200
87,+61,567700
87,+62,561000
87,+63,554200
87,+64,547100
87,+65,540000
87,+66,532500
87,+67,524800
87,+68,517000
87,+69,509000
87,+70,500400
87,+71,491800
87,+72,483000
87,+73,474000
87,+74,464200
87,+75,454000
87,+76,443600
87,+77,433100
87,+78,410800
87,+79,388100
87,+80,364900
87,+81,341300
87,+82,314200
87,+83,286630
87,+84,258362.7
87,+85,229679.5
87,+86,115857.5
88,0,680000
88,+1,680000
88,+2,680000
88,+3,680000
88,+4,680000
88,+5,680000
88,+6,680000
88,+7,679000
88,+8,679000
88,+9,679000
88,+10,679000
88,+11,679000
88,+12,679000
88,+13,678000
88,+14,678000
88,+15,678000
88,+16,677000
88,+17,677000
88,+18,677000
88,+19,676000
88,+20,676000
88,+21,675300
88,+22,674700
88,+23,674100
88,+24,673500
88,+25,672700
88,+26,672000
88,+27,671100
88,+28,670100
88,+29,669300
88,+30,668200
88,+31,667000
88,+32,665900
88,+33,664700
88,+34,663300
88,+35,662000
88,+36,660500
88,+37,659000
88,+38,657400
88,+39,655600
88,+40,653900
88,+41,652200
88,+42,650200
88,+43,648100
88,+44,645700
88,+45,643400
88,+46,641000
88,+47,638500
88,+48,635900
88,+49,633300
88,+50,630600
88,+51,627700
88,+52,624900
88,+53,621800
88,+54,618600
88,+55,615200
88,+56,611900
88,+57,608100
88,+58,604400
88,+59,600500
88,+60,596400
88,+61,589800
88,+62,583100
88,+63,576300
88,+64,569200
88,+65,562000
88,+66,554600
88,+67,546900
88,+68,539000
88,+69,530900
88,+70,522600
88,+71,513900
88,+72,505000
88,+73,495900
88,+74,486800
88,+75,476600
88,+76,466200
88,+77,455500
88,+78,444600
88,+79,421700
88,+80,398400
88,+81,374700
88,+82,350500
88,+83,322700
88,+84,294310
88,+85,265262.8
88,+86,235783.0
88,+87,118929.5
89,0,700000
89,+1,700000
89,+2,700000
89,+3,700000
89,+4,700000
89,+5,700000
89,+6,699000
89,+7,699000
89,+8,699000
89,+9,699000
89,+10,699000
89,+11,699000
89,+12,699000
89,+13,698000
89,+14,698000
89,+15,698000
89,+16,697000
89,+17,697000
89,+18,697000
89,+19,696000
89,+20,696000
89,+21,695000
89,+22,695000
89,+23,694000
89,+24,693000
89,+25,693000
89,+26,692000
89,+27,691000
89,+28,690000
89,+29,689000
89,+30,688000
89,+31,687000
89,+32,686000
89,+33,685000
89,+34,683400
89,+35,682000
89,+36,680500
89,+37,679100
89,+38,677400
89,+39,675700
89,+40,674000
89,+41,672100
89,+42,670300
89,+43,668300
89,+44,666000
89,+45,663600
89,+46,661200
89,+47,658700
89,+48,656100
89,+49,653500
89,+50,650700
89,+51,647900
89,+52,645000
89,+53,642000
89,+54,638800
89,+55,635400
89,+56,631900
89,+57,628500
89,+58,624800
89,+59,620800
89,+60,616700
89,+61,612500
89,+62,605800
89,+63,598800
89,+64,591800
89,+65,584500
89,+66,577000
89,+67,569500
89,+68,561500
89,+69,553300
89,+70,545000
89,+71,536600
89,+72,527700
89,+73,518500
89,+74,509200
89,+75,499800
89,+76,489200
89,+77,478600
89,+78,467500
89,+79,456400
89,+80,433000
89,+81,409000
89,+82,384700
89,+83,359900
89,+84,331300
89,+85,302160
89,+86,272301.9
89,+87,242008.8
89,+88,122063.1
90,0,720000
90,+1,720000
90,+2,720000
90,+3,720000
90,+4,720000
90,+5,720000
90,+6,720000
90,+7,720000
90,+8,719000
90,+9,719000
90,+10,719000
90,+11,719000
90,+12,719000
90,+13,719000
90,+14,718000
90,+15,718000
90,+16,718000
90,+17,717000
90,+18,717000
90,+19,717000
90,+20,716000
90,+21,716000
90,+22,715000
90,+23,715000
90,+24,714000
90,+25,713000
90,+26,712000
90,+27,711000
90,+28,711000
90,+29,710000
90,+30,709000
90,+31,708000
90,+32,706000
90,+33,705000
90,+34,704000
90,+35,702000
90,+36,701000
90,+37,700000
90,+38,698000
90,+39,696000
90,+40,694000
90,+41,693000
90,+42,691000
90,+43,689000
90,+44,687000
90,+45,684000
90,+46,682000
90,+47,679000
90,+48,677000
90,+49,674000
90,+50,671000
90,+51,668000
90,+52,665000
90,+53,662000
90,+54,659000
90,+55,656000
90,+56,653000
90,+57,649000
90,+58,645000
90,+59,641000
90,+60,638000
90,+61,633000
90,+62,629000
90,+63,621900
90,+64,614800
90,+65,607500
90,+66,600100
90,+67,592400
90,+68,584600
90,+69,576400
90,+70,568100
90,+71,559500
90,+72,550700
90,+73,541600
90,+74,532300
90,+75,522700
90,+76,512900
90,+77,502100
90,+78,491200
90,+79,479800
90,+80,468400
90,+81,444200
90,+82,419800
90,+83,394900
90,+84,369500
90,+85,340100
90,+86,310150
90,+87,279464.1
90,+88,248341.3
90,+89,125250.3
91,0,740000
91,+1,740000
91,+2,740000
91,+3,740000
91,+4,740000
91,+5,740000
91,+6,740000
91,+7,740000
91,+8,740000
91,+9,740000
91,+10,740000
91,+11,740000
91,+12,739000
91,+13,739000
91,+14,739000
91,+15,739000
91,+16,739000
91,+17,738000
91,+18,738000
91,+19,738000
91,+20,736000
91,+21,736000
91,+22,735000
91,+23,735000
91,+24,734000
91,+25,734000
91,+26,733000
91,+27,733000
91,+28,732000
91,+29,730000
91,+30,729000
91,+31,728000
91,+32,727000
91,+33,726000
91,+34,725000
91,+35,723000
91,+36,722000
91,+37,720000
91,+38,719000
91,+39,717000
91,+40,715000
91,+41,713000
91,+42,712000
91,+43,710000
91,+44,707000
91,+45,705000
91,+46,703000
91,+47,700000
91,+48,698000
91,+49,695000
91,+50,692000
91,+51,689000
91,+52,687000
91,+53,683000
91,+54,680000
91,+55,677000
91,+56,674000
91,+57,670000
91,+58,666000
91,+59,663000
91,+60,659000
91,+61,655000
91,+62,650000
91,+63,646000
91,+64,639000
91,+65,631000
91,+66,624000
91,+67,616000
91,+68,608000
91,+69,600000
91,+70,592000
91,+71,583000
91,+72,574200
91,+73,565200
91,+74,555800
91,+75,546200
91,+76,536400
91,+77,526400
91,+78,515400
91,+79,504100
91,+80,492500
91,+81,480600
91,+82,455900
91,+83,430800
91,+84,405300
91,+85,379300
91,+86,349100
91,+87,318300
91,+88,286784
91,+89,254812
91,+90,128507
92,0,761000
92,+1,761000
92,+2,761000
92,+3,761000
92,+4,761000
92,+5,761000
92,+6,761000
92,+7,761000
92,+8,761000
92,+9,761000
92,+10,761000
92,+11,761000
92,+12,760000
92,+13,760000
92,+14,760000
92,+15,760000
92,+16,760000
92,+17,759000
92,+18,759000
92,+19,759000
92,+20,758000
92,+21,758000
92,+22,756000
92,+23,756000
92,+24,755000
92,+25,755000
92,+26,754000
92,+27,754000
92,+28,753000
92,+29,751000
92,+30,750000
92,+31,750000
92,+32,749000
92,+33,748000
92,+34,746000
92,+35,745000
92,+36,743000
92,+37,741000
92,+38,740000
92,+39,738000
92,+40,736000
92,+41,735000
92,+42,733000
92,+43,730000
92,+44,729000
92,+45,727000
92,+46,724000
92,+47,722000
92,+48,719000
92,+49,717000
92,+50,714000
92,+51,710000
92,+52,708000
92,+53,704000
92,+54,702000
92,+55,698000
92,+56,695000
92,+57,691000
92,+58,688000
92,+59,684000
92,+60,680000
92,+61,676000
92,+62,672000
92,+63,667000
92,+64,663000
92,+65,655000
92,+66,648000
92,+67,640000
92,+68,632000
92,+69,624000
92,+70,616000
92,+71,607000
92,+72,598000
92,+73,589000
92,+74,580000
92,+75,570300
92,+76,560400
92,+77,550400
92,+78,540200
92,+79,528800
92,+80,517100
92,+81,505100
92,+82,493000
92,+83,467700
92,+84,442000
92,+85,415800
92,+86,389300
92,+87,358200
92,+88,326600
92,+89,294222.6
92,+90,261386.1
92,+91,131816.2
93,0,784000
93,+1,784000
93,+2,782000
93,+3,782000
93,+4,782000
93,+5,782000
93,+6,782000
93,+7,782000
93,+8,782000
93,+9,782000
93,+10,782000
93,+11,782000
93,+12,782000
93,+13,782000
93,+14,781000
93,+15,781000
93,+16,781000
93,+17,781000
93,+18,780000
93,+19,780000
93,+20,780000
93,+21,779000
93,+22,779000
93,+23,777000
93,+24,777000
93,+25,776000
93,+26,776000
93,+27,775000
93,+28,774000
93,+29,774000
93,+30,772000
93,+31,771000
93,+32,770000
93,+33,769000
93,+34,767000
93,+35,766000
93,+36,765000
93,+37,764000
93,+38,761000
93,+39,760000
93,+40,759000
93,+41,756000
93,+42,755000
93,+43,753000
93,+44,750000
93,+45,749000
93,+46,746000
93,+47,744000
93,+48,741000
93,+49,739000
93,+50,735000
93,+51,733000
93,+52,730000
93,+53,727000
93,+54,724000
93,+55,720000
93,+56,717000
93,+57,713000
93,+58,709000
93,+59,705000
93,+60,702000
93,+61,698000
93,+62,694000
93,+63,689000
93,+64,684000
93,+65,679000
93,+66,672000
93,+67,665000
93,+68,657000
93,+69,648000
93,+70,640000
93,+71,632000
93,+72,623000
93,+73,614000
93,+74,604000
93,+75,595000
93,+76,585000
93,+77,574900
93,+78,564600
93,+79,554100
93,+80,542400
93,+81,530500
93,+82,518100
93,+83,505600
93,+84,479800
93,+85,453500
93,+86,426800
93,+87,399500
93,+88,367600
93,+89,335100
93,+90,301836
93,+91,268113
93,+92,135202
94,0,805000
94,+1,805000
94,+2,805000
94,+3,805000
94,+4,805000
94,+5,805000
94,+6,805000
94,+7,805000
94,+8,805000
94,+9,805000
94,+10,805000
94,+11,803000
94,+12,803000
94,+13,803000
94,+14,803000
94,+15,803000
94,+16,803000
94,+17,802000
94,+18,802000
94,+19,802000
94,+20,801000
94,+21,801000
94,+22,800000
94,+23,800000
94,+24,798000
94,+25,798000
94,+26,797000
94,+27,797000
94,+28,796000
94,+29,795000
94,+30,793000
94,+31,793000
94,+32,792000
94,+33,791000
94,+34,790000
94,+35,789000
94,+36,787000
94,+37,785000
94,+38,784000
94,+39,782000
94,+40,780000
94,+41,779000
94,+42,776000
94,+43,775000
94,+44,772000
94,+45,770000
94,+46,769000
94,+47,766000
94,+48,764000
94,+49,761000
94,+50,758000
94,+51,755000
94,+52,753000
94,+53,749000
94,+54,745000
94,+55,743000
94,+56,739000
94,+57,735000
94,+58,733000
94,+59,728000
94,+60,724000
94,+61,720000
94,+62,717000
94,+63,712000
94,+64,707000
94,+65,703000
94,+66,698000
94,+67,689000
94,+68,682000
94,+69,673000
94,+70,666000
94,+71,657000
94,+72,648000
94,+73,639000
94,+74,630000
94,+75,620000
94,+76,610000
94,+77,600000
94,+78,590000
94,+79,579000
94,+80,568300
94,+81,556300
94,+82,544000
94,+83,531400
94,+84,518500
94,+85,492100
94,+86,465200
94,+87,437800
94,+88,409900
94,+89,377200
94,+90,343700
94,+91,309571
94,+92,274945
94,+93,138640.2
